<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: scatter_ready.csv>index,record_id,dataset_type,sample_id,study_id,evidence_level,brand_or_system,material_category,material_form,composition,sample_state,treatment_state,treatment_chemistry,treatment_method,add_on,add_on_unit,atmosphere,gas_flow_mL_min,heating_rate_C_min,T5_C,T10_C,T20_C,Tonset_C,Tmax1_C,Tmax2_C,Tmax3_C,max_mass_loss_rate,rate_unit,R400_pct,R500_pct,R600_pct,R650_pct,R700_pct,R800_pct,residue_temp_C,residue_pct,LOI_pct,numeric_TG,numeric_LOI,direct_numeric_use,source_title,year,journal_or_source_type,DOI,source_url,source_location,limitations
62,TG0063,literature,L010-S006,L010,,,棉,织物,100% cotton,10BL+Cu,阻燃处理,phytic acid multilayer + Cu/Ag-related nanoparticle treatment,LbL/nanocoating,,,air,30.0,30,,,,267.0,328.0,634.0,,,,,,,14.8,,,,,,是,否,否,Environmentally Benign Phytic Acid-Based Nanocoating for Multifunctional Flame-Retardant/Antibacterial Cotton,2021.0,Fibers,10.3390/fib9110069,https://doi.org/10.3390/fib9110069,TGA table,LOI数值首批未提取
63,TG0064,literature,L010-S007,L010,,,棉,织物,100% cotton,12BL+Cu,阻燃处理,phytic acid multilayer + Cu/Ag-related nanoparticle treatment,LbL/nanocoating,,,air,30.0,30,,,,261.0,330.0,636.0,,,,,,,13.3,,,,,26.0,是,是,是,Environmentally Benign Phytic Acid-Based Nanocoating for Multifunctional Flame-Retardant/Antibacterial Cotton,2021.0,Fibers,10.3390/fib9110069,https://doi.org/10.3390/fib9110069,TGA table,
64,TG0065,literature,L011-S001,L011,,,棉,织物,100% cotton,Uncoated,未处理,,,,,,,,247.5,310.4,,,360.0,,,,,,,,,8.6,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
65,TG0066,literature,L011-S002,L011,,,棉,织物,100% cotton,D-BPCB5L,阻燃处理,D-BPCB layer-by-layer coating,LbL,,,,,,169.8,267.6,,,306.9,,,,,,,,,11.9,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
66,TG0067,literature,L011-S003,L011,,,棉,织物,100% cotton,D-BPCB10L,阻燃处理,D-BPCB layer-by-layer coating,LbL,,,,,,209.7,277.0,,,320.3,,,,,,,,,16.0,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
67,TG0068,literature,L011-S004,L011,,,棉,织物,100% cotton,D-BPCB15L,阻燃处理,D-BPCB layer-by-layer coating,LbL,,,,,,185.1,273.8,,,317.2,,,,,,,,,16.7,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
68,TG0069,literature,L011-S005,L011,,,棉,织物,100% cotton,D-BPCB20L,阻燃处理,D-BPCB layer-by-layer coating,LbL,,,,,,228.8,277.9,,,318.6,,,,,,,,,17.8,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
69,TG0070,literature,L011-S006,L011,,,棉,织物,100% cotton,D-BPCB25L,阻燃处理,D-BPCB layer-by-layer coating,LbL,,,,,,230.8,280.7,,,322.3,,,,,,,,,18.9,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
70,TG0071,literature,L011-S007,L011,,,棉,织物,100% cotton,D-BPCB30L,阻燃处理,D-BPCB layer-by-layer coating,LbL,,,,,,213.5,278.6,,,316.8,,,,,,,,,19.8,,,,,是,否,否,Eco-Friendly Fire-Retardant Coating on Cotton Using Layer by Layer Deposition Technique,2024.0,Molecules,10.3390/molecules29245976,https://doi.org/10.3390/molecules29245976,TGA table,
71,TG0072,literature,L012-S001,L012,,,棉,织物,100% cotton,CO,未处理,,,,,N2,,20,330.0,,,,391.0,,,,,,,,,4.5,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
72,TG0073,literature,L012-S002,L012,,,棉,织物,100% cotton,CO_PVAmPA,阻燃处理,PVAm/PA phytate coating,single-step coating,,,N2,,20,320.0,,,,280.0,356.0,418.0,,,,,,,18.2,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
73,TG0074,literature,L012-S003,L012,,,棉,织物,100% cotton,CO_ChiPA,阻燃处理,chitosan/phytate coating,single-step coating,,,N2,,20,291.0,,,,241.0,351.0,427.0,,,,,,,15.2,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
74,TG0075,literature,L012-S004,L012,,,棉/聚酯,织物,cotton/polyester blend,CO/PET,未处理,,,,,N2,,20,341.0,,,,386.0,455.0,,,,,,,,11.3,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
75,TG0076,literature,L012-S005,L012,,,棉/聚酯,织物,cotton/polyester blend,CO/PET_PVAmPA,阻燃处理,PVAm/PA phytate coating,single-step coating,,,N2,,20,321.0,,,,316.0,353.0,419.0,,,,,,,20.4,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
76,TG0077,literature,L012-S006,L012,,,棉/聚酯,织物,cotton/polyester blend,CO/PET_ChiPA,阻燃处理,chitosan/phytate coating,single-step coating,,,N2,,20,289.0,,,,245.0,347.0,437.0,,,,,,,14.6,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
77,TG0078,literature,L012-S007,L012,,,聚酯,织物,100% PET,PET,未处理,,,,,N2,,20,421.0,,,,456.0,,,,,,,,,16.0,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
78,TG0079,literature,L012-S008,L012,,,聚酯,织物,100% PET,PET_PVAmPA,阻燃处理,PVAm/PA phytate coating,single-step coating,,,N2,,20,350.0,,,,316.0,415.0,443.0,,,,,,,21.5,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
79,TG0080,literature,L012-S009,L012,,,聚酯,织物,100% PET,PET_ChiPA,阻燃处理,chitosan/phytate coating,single-step coating,,,N2,,20,280.0,,,,237.0,437.0,450.0,,,,,,,17.3,,,,,是,否,否,"Single-Step Phytate Flame-Retardant Coatings for Cotton, Polyester and Cotton/Polyester Blends",2026.0,Polymers,10.3390/polym18070819,https://doi.org/10.3390/polym18070819,TGA table,LOI图未做数字化
80,TG0081,literature,L013-S001,L013,,,芳纶,织物,meta-aramid fabric,AF,未处理,,,0.0,%,N2,50.0,10,387.3,,,,461.1,,,,,,,,,,51.2,,,31.4,是,是,是,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",2025.0,Polymers,10.3390/polym17111529,https://doi.org/10.3390/polym17111529,TGA table,
81,TG0082,literature,L013-S002,L013,,,芳纶,织物,meta-aramid fabric,PUA/AF-1,涂层处理,inherent flame-retardant polyurea coating; OP550-containing formulations,coating,0.0,%,N2,50.0,10,271.3,,,,324.4,,,,,,,,,,22.9,,,20.9,是,是,是,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",2025.0,Polymers,10.3390/polym17111529,https://doi.org/10.3390/polym17111529,TGA table,
82,TG0083,literature,L013-S003,L013,,,芳纶,织物,meta-aramid fabric,PUA/AF-2,涂层处理,inherent flame-retardant polyurea coating; OP550-containing formulations,coating,21.9,%,N2,50.0,10,238.1,,,,351.1,,,,,,,,,,33.4,,,26.5,是,是,是,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",2025.0,Polymers,10.3390/polym17111529,https://doi.org/10.3390/polym17111529,TGA table,
83,TG0084,literature,L013-S004,L013,,,芳纶,织物,meta-aramid fabric,PUA/AF-3,涂层处理,inherent flame-retardant polyurea coating; OP550-containing formulations,coating,24.1,%,N2,50.0,10,233.9,,,,340.2,,,,,,,,,,31.6,,,26.9,是,是,是,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",2025.0,Polymers,10.3390/polym17111529,https://doi.org/10.3390/polym17111529,TGA table,
84,TG0085,literature,L013-S005,L013,,,芳纶,织物,meta-aramid fabric,PUA/AF-4,涂层处理,inherent flame-retardant polyurea coating; OP550-containing formulations,coating,25.9,%,N2,50.0,10,227.2,,,,340.9,,,,,,,,,,33.1,,,27.4,是,是,是,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",2025.0,Polymers,10.3390/polym17111529,https://doi.org/10.3390/polym17111529,TGA table,
85,TG0086,literature,L013-S006,L013,,,芳纶,织物,meta-aramid fabric,PUA/AF-5,涂层处理,inherent flame-retardant polyurea coating; OP550-containing formulations,coating,27.6,%,N2,50.0,10,218.9,,,,345.8,,,,,,,,,,32.9,,,27.8,是,是,是,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",2025.0,Polymers,10.3390/polym17111529,https://doi.org/10.3390/polym17111529,TGA table,
86,TG0087,literature,L014-S001,L014,,,芳纶,针织物,100% Nomex,Nomex100,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,31.3,否,是,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
87,TG0088,literature,L014-S002,L014,,,聚酯,针织物,100% flame-retardant polyester,FR-Polyester100,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,84.12,,,,,,22.5,是,是,是,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,
88,TG0089,literature,L014-S003,L014,,,其他,针织物,100% Protex,Protex100,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,22.4,否,是,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
89,TG0090,literature,L014-S004,L014,,,其他,针织物,100% FR-viscose rayon,FR-Viscose rayon100,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,19.79,,,,,,17.4,是,是,是,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,
90,TG0091,literature,L014-S005,L014,,,其他,针织物,100% carbon fiber,Carbon100,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,64.52,,,,,,28.0,是,是,是,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,
91,TG0092,literature,L014-S006,L014,,,其他,针织物,FR-polyester/FR-viscose,FR-Polyester50/FR-Viscose50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,20.9,否,是,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
92,TG0093,literature,L014-S007,L014,,,其他,针织物,FR-polyester/Nomex,FR-Polyester50/Nomex50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,25.8,否,是,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
93,TG0094,literature,L014-S008,L014,,,芳纶混纺,针织物,Nomex/Protex,Nomex50/Protex50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,25.2,否,是,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
94,TG0095,literature,L014-S009,L014,,,其他,针织物,Protex/FR-viscose,Protex50/Viscose50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,24.5,否,是,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
95,TG0096,literature,L014-S010,L014,,,其他,针织物,FR-polyester/Protex,FR-Polyester50/Protex50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,20.79,,,,,,21.5,是,是,是,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,
96,TG0097,literature,L014-S011,L014,,,芳纶混纺,针织物,Nomex/FR-viscose,Nomex50/FR-Viscose50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,,否,否,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
97,TG0098,literature,L014-S012,L014,,,其他,针织物,FR-viscose/carbon,FR-Viscose50/Carbon50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,,否,否,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
98,TG0099,literature,L014-S013,L014,,,芳纶混纺,针织物,Nomex/carbon,Nomex50/Carbon50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,,否,否,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
99,TG0100,literature,L014-S014,L014,,,其他,针织物,Protex/carbon,Protex50/Carbon50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,,否,否,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
100,TG0101,literature,L014-S015,L014,,,其他,针织物,FR-polyester/carbon,FR-Polyester50/Carbon50,本征阻燃/阻燃纤维体系,,,,,,,10,,,,,,,,,,,,,,,,,,,否,否,否,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023.0,Heliyon,10.1016/j.heliyon.2023.e13127,https://doi.org/10.1016/j.heliyon.2023.e13127,TGA section,首批未数字化TG曲线；气氛在当前提取片段未确认
101,TG0102,literature,L015-S001,L015,,,聚酯,织物,100% polyester,PL,未处理,,,,,N2 and air (separate curves),,,,,,,,,,,,,,,,,,,,25.0,否,是,否,Surface Coating for Flame Retardancy and Pyrolysis Behavior of Polyester Fabric Based on Calcium Alginate Nanocomposites,2018.0,Nanomaterials,10.3390/nano8110875,https://pmc.ncbi.nlm.nih.gov/articles/PMC6267167/,Figure 5,首批未做曲线数字化；不估读Tmax/残余量
102,TG0103,literature,L015-S002,L015,,,聚酯,织物,100% polyester,CAB-PL,阻燃涂层,calcium alginate/nano-calcium borate composite,post-cross-linking surface coating,,,N2 and air (separate curves),,,,,,,,,,,,,,,,,,,,33.0,否,是,否,Surface Coating for Flame Retardancy and Pyrolysis Behavior of Polyester Fabric Based on Calcium Alginate Nanocomposites,2018.0,Nanomaterials,10.3390/nano8110875,https://pmc.ncbi.nlm.nih.gov/articles/PMC6267167/,Figure 5,首批未做曲线数字化；不估读Tmax/残余量
103,TG0104,literature,L016-S001,L016,,,聚酯,织物,polyester fabric,PU/T,未处理,,,0.0,%,N2,,20,375.0,,,,,,,,,,,9.2,,,,,,20.0,是,是,是,Synthesis and Characterization of Aluminum 2-Carboxyethyl-Phenyl-Phosphinate and Its Flame-Retardant Application in Polyester,2019.0,Polymers,10.3390/polym11121969,https://doi.org/10.3390/polym11121969,TGA table,Tonset_C列用于存放原文Td1%温度，定义与外推Tonset不同；使用前需按字段说明筛选
104,TG0105,literature,L016-S002,L016,,,聚酯,织物,polyester fabric,7.1%CPA-Al/PU/T,阻燃处理,aluminum 2-carboxyethyl-phenyl-phosphinate (CPA-Al),,7.1,%,N2,,20,388.0,,,,,,,,,,,17.2,,,,,,23.6,是,是,是,Synthesis and Characterization of Aluminum 2-Carboxyethyl-Phenyl-Phosphinate and Its Flame-Retardant Application in Polyester,2019.0,Polymers,10.3390/polym11121969,https://doi.org/10.3390/polym11121969,TGA table,Tonset_C列用于存放原文Td1%温度，定义与外推Tonset不同；使用前需按字段说明筛选
105,TG0106,literature,L016-S003,L016,,,聚酯,织物,polyester fabric,10.3%CPA-Al/PU/T,阻燃处理,aluminum 2-carboxyethyl-phenyl-phosphinate (CPA-Al),,10.3,%,N2,,20,388.0,,,,,,,,,,,17.5,,,,,,23.8,是,是,是,Synthesis and Characterization of Aluminum 2-Carboxyethyl-Phenyl-Phosphinate and Its Flame-Retardant Application in Polyester,2019.0,Polymers,10.3390/polym11121969,https://doi.org/10.3390/polym11121969,TGA table,Tonset_C列用于存放原文Td1%温度，定义与外推Tonset不同；使用前需按字段说明筛选
106,TG0107,literature,L016-S004,L016,,,聚酯,织物,polyester fabric,14.7%CPA-Al/PU/T,阻燃处理,aluminum 2-carboxyethyl-phenyl-phosphinate (CPA-Al),,14.7,%,N2,,20,384.0,,,,,,,,,,,19.0,,,,,,24.5,是,是,是,Synthesis and Characterization of Aluminum 2-Carboxyethyl-Phenyl-Phosphinate and Its Flame-Retardant Application in Polyester,2019.0,Polymers,10.3390/polym11121969,https://doi.org/10.3390/polym11121969,TGA table,Tonset_C列用于存放原文Td1%温度，定义与外推Tonset不同；使用前需按字段说明筛选
107,TG0108,literature,L017-S001,L017,,,聚酯,织物,polyester fabric,PA,未处理/对照,,,,,,,,,,,,425.0,,,,,,,,,,,750.0,2.0,,是,否,否,Protection of polyester fabric from ignition by a new chemical modification method,2017.0,Journal of Industrial Textiles,10.1177/1528083716648761,https://journals.sagepub.com/doi/10.1177/1528083716648761,TGA table,全文访问有限，首批保留可核验表格片段
108,TG0109,literature,L017-S002,L017,,,聚酯,织物,polyester fabric,PB,化学改性/阻燃处理,,,,,,,,,,,,132.0,313.0,416.0,,,,,,,,,750.0,10.0,,是,否,否,Protection of polyester fabric from ignition by a new chemical modification method,2017.0,Journal of Industrial Textiles,10.1177/1528083716648761,https://journals.sagepub.com/doi/10.1177/1528083716648761,TGA table,全文访问有限，首批保留可核验表格片段
