<PARSED TEXT FOR SHEET: 1 / 1 TABS,DOI,FR_concentration_g_L,LOI_max_pct,LOI_min_pct,LOI_pct,LOI_state,LOI_uncertainty_pct,PA_UR_concentration_g_L,PA_dosage_owf_pct,R400_pct,R500_pct,R550_pct,R600_pct,R650_pct,R700_pct,R750_pct,R800_pct,T10_C,T1_C,T20_C,T40_C,T50_C,T5_C,Tmax1_C,Tmax2_C,Tmax3_C,Tmax4_C,Tonset_C,add_on_pct,add_on_pct_initial,application,area_density_g_m2,atmosphere,batch_id,bilayers,commercial_FR_product,commercial_fabric_id,composition,dataset_type,decomposition_end_C,direct_numeric_use,evidence,gas_flow_mL_min,grafting_pct,heating_rate_C_min,journal,limitations,loading_pct,material_category,material_form,material_form_LOI,material_form_TGA,max_mass_loss_rate,max_mass_loss_rate1,max_mass_loss_rate2,rate_unit,residue_at_Tmax1_pct,residue_at_Tmax2_pct,residue_at_Tmax3_pct,residue_at_Tmax_pct,sample_state,source_file,source_location,source_title,source_type,source_url,stage1_end_C,stage1_mass_loss_pct,stage1_start_C,stage2_end_C,stage2_mass_loss_pct,stage2_start_C,stage3_mass_loss_pct,stage3_start_C,treatment_chemistry,treatment_method,treatment_state,trilayers,washing_state,weight_gain_pct,year,pair_quality,pair_key
,10.3390/ma13235492,,,,26.0,as prepared,,,,,,,,6.96,,,,,,,,,,323.0,552.0,,,,,,,,air,B20260921-184,8.0,,,chemically bleached cotton,,,TG+LOI,"Open full text Tables 1 and 4. TGA: PerkinElmer Pyris 1, 50–850 °C, 30 °C/min in air at 30 mL/min. Table 1 gives LOI and weight gain for the same control/8/10/12/15 BL states; Table 4 gives Tmax and char yields.",30.0,,30.0,Materials,TGA residue at 650 °C is stored exactly as reported; no temperature-bin substitution.,,cotton,fabric,,,,,,,63.53,19.1,,,8 BL,data/incoming/verified_web_batch_20260921_b17_cotton_pa_ch_urea.csv,Methods; Tables 1 and 4,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7730485/,,,,,,,,,chitosan-urea/phytic acid (CH-urea/PA) layer-by-layer coating,"alternate PA and CH-urea immersion; 5 min first layer, 1 min subsequent layers; rinse after each immersion; dry 80 °C for 24 h after LbL treatment",FR treated,,,12.36,2020.0,A,10.3390/ma13235492||8 BL||air||30.0
,10.3390/ma13235492,,,,28.0,as prepared,,,,,,,,14.63,,,,,,,,,,334.0,604.0,,,,,,,,air,B20260921-185,10.0,,,chemically bleached cotton,,,TG+LOI,"Open full text Tables 1 and 4. TGA: PerkinElmer Pyris 1, 50–850 °C, 30 °C/min in air at 30 mL/min. Table 1 gives LOI and weight gain for the same control/8/10/12/15 BL states; Table 4 gives Tmax and char yields.",30.0,,30.0,Materials,TGA residue at 650 °C is stored exactly as reported; no temperature-bin substitution.,,cotton,fabric,,,,,,,62.5,21.13,,,10 BL,data/incoming/verified_web_batch_20260921_b17_cotton_pa_ch_urea.csv,Methods; Tables 1 and 4,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7730485/,,,,,,,,,chitosan-urea/phytic acid (CH-urea/PA) layer-by-layer coating,"alternate PA and CH-urea immersion; 5 min first layer, 1 min subsequent layers; rinse after each immersion; dry 80 °C for 24 h after LbL treatment",FR treated,,,17.29,2020.0,A,10.3390/ma13235492||10 BL||air||30.0
,10.3390/ma13235492,,,,29.0,as prepared,,,,,,,,13.82,,,,,,,,,,326.0,592.0,,,,,,,,air,B20260921-186,12.0,,,chemically bleached cotton,,,TG+LOI,"Open full text Tables 1 and 4. TGA: PerkinElmer Pyris 1, 50–850 °C, 30 °C/min in air at 30 mL/min. Table 1 gives LOI and weight gain for the same control/8/10/12/15 BL states; Table 4 gives Tmax and char yields.",30.0,,30.0,Materials,TGA residue at 650 °C is stored exactly as reported; no temperature-bin substitution.,,cotton,fabric,,,,,,,62.63,21.93,,,12 BL,data/incoming/verified_web_batch_20260921_b17_cotton_pa_ch_urea.csv,Methods; Tables 1 and 4,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7730485/,,,,,,,,,chitosan-urea/phytic acid (CH-urea/PA) layer-by-layer coating,"alternate PA and CH-urea immersion; 5 min first layer, 1 min subsequent layers; rinse after each immersion; dry 80 °C for 24 h after LbL treatment",FR treated,,,18.19,2020.0,A,10.3390/ma13235492||12 BL||air||30.0
,10.3390/ma13235492,,,,31.0,as prepared,,,,,,,,13.8,,,,,,,,,,327.0,607.0,,,,,,,,air,B20260921-187,15.0,,,chemically bleached cotton,,,TG+LOI,"Open full text Tables 1 and 4. TGA: PerkinElmer Pyris 1, 50–850 °C, 30 °C/min in air at 30 mL/min. Table 1 gives LOI and weight gain for the same control/8/10/12/15 BL states; Table 4 gives Tmax and char yields.",30.0,,30.0,Materials,TGA residue at 650 °C is stored exactly as reported; no temperature-bin substitution.,,cotton,fabric,,,,,,,63.0,19.76,,,15 BL,data/incoming/verified_web_batch_20260921_b17_cotton_pa_ch_urea.csv,Methods; Tables 1 and 4,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7730485/,,,,,,,,,chitosan-urea/phytic acid (CH-urea/PA) layer-by-layer coating,"alternate PA and CH-urea immersion; 5 min first layer, 1 min subsequent layers; rinse after each immersion; dry 80 °C for 24 h after LbL treatment",FR treated,,,20.12,2020.0,A,10.3390/ma13235492||15 BL||air||30.0
,10.3390/ma11122391,,,,17.0,0 washing cycles,,,,,,,,,,,0.0,,,,,,,290.0,370.0,672.0,,,,,,,air,B20260921-183,,,,PAN,,,TG+LOI_with_form_caveat,"Open full text. TGA: room temperature to 800 °C in air, 30 mL/min, 10 °C/min. LOI Table 4 is measured on fabrics woven from the corresponding fibers. R800 values are stated in the TGA discussion; C-PVA/PAN 5.1% is inferred from the obvious repeated-label typo in the sentence sequence and is flagged.",30.0,,10.0,Materials,"TGA specimen is fiber, whereas LOI specimen is woven fabric made from the same fiber formulation; chemistry is matched but physical form is not identical. The source text at R800 repeats 'FR-PVA/PAN' for the 5.1% residue; contextual ordering indicates C-PVA/PAN, so that value is retained with this explicit caveat.",,polyacrylonitrile composite,,woven fabric (165 ± 5 g/m²),fiber,,,,,,,,,PAN,data/incoming/verified_web_batch_20260921_b17_pan_pva_composite.csv,Methods §2.4; Thermal Stability §3.4; LOI Table 4,Polyvinyl Alcohol Reinforced Flame-Retardant Polyacrylonitrile Composite Fiber Prepared by Boric Acid Cross-Linking and Phosphorylation,,https://pmc.ncbi.nlm.nih.gov/articles/PMC6316903/,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/ma11122391||PAN||air||10.0
,10.3390/ma11122391,,,,16.2,0 washing cycles,,,,,,,,,,,3.1,,,,,,,152.0,239.0,302.0,423.0,,,,,,air,B20260921-184,,,,PVA/PAN,,,TG+LOI_with_form_caveat,"Open full text. TGA: room temperature to 800 °C in air, 30 mL/min, 10 °C/min. LOI Table 4 is measured on fabrics woven from the corresponding fibers. R800 values are stated in the TGA discussion; C-PVA/PAN 5.1% is inferred from the obvious repeated-label typo in the sentence sequence and is flagged.",30.0,,10.0,Materials,"TGA specimen is fiber, whereas LOI specimen is woven fabric made from the same fiber formulation; chemistry is matched but physical form is not identical. The source text at R800 repeats 'FR-PVA/PAN' for the 5.1% residue; contextual ordering indicates C-PVA/PAN, so that value is retained with this explicit caveat.",,polyacrylonitrile composite,,woven fabric (165 ± 5 g/m²),fiber,,,,,,,,,PVA/PAN,data/incoming/verified_web_batch_20260921_b17_pan_pva_composite.csv,Methods §2.4; Thermal Stability §3.4; LOI Table 4,Polyvinyl Alcohol Reinforced Flame-Retardant Polyacrylonitrile Composite Fiber Prepared by Boric Acid Cross-Linking and Phosphorylation,,https://pmc.ncbi.nlm.nih.gov/articles/PMC6316903/,,,,,,,,,PVA blended into PAN spinning dope,wet-spun PVA/PAN composite fiber,composite fiber,,,,2018.0,A,10.3390/ma11122391||PVA/PAN||air||10.0
,10.3390/ma11122391,,,,25.6,0 washing cycles,,,,,,,,,,,5.1,,,,,,,307.0,427.0,,,,,,,,air,B20260921-185,,,,C-PVA/PAN,,,TG+LOI_with_form_caveat,"Open full text. TGA: room temperature to 800 °C in air, 30 mL/min, 10 °C/min. LOI Table 4 is measured on fabrics woven from the corresponding fibers. R800 values are stated in the TGA discussion; C-PVA/PAN 5.1% is inferred from the obvious repeated-label typo in the sentence sequence and is flagged.",30.0,,10.0,Materials,"TGA specimen is fiber, whereas LOI specimen is woven fabric made from the same fiber formulation; chemistry is matched but physical form is not identical. The source text at R800 repeats 'FR-PVA/PAN' for the 5.1% residue; contextual ordering indicates C-PVA/PAN, so that value is retained with this explicit caveat.",,polyacrylonitrile composite,,woven fabric (165 ± 5 g/m²),fiber,,,,,,,,,C-PVA/PAN,data/incoming/verified_web_batch_20260921_b17_pan_pva_composite.csv,Methods §2.4; Thermal Stability §3.4; LOI Table 4,Polyvinyl Alcohol Reinforced Flame-Retardant Polyacrylonitrile Composite Fiber Prepared by Boric Acid Cross-Linking and Phosphorylation,,https://pmc.ncbi.nlm.nih.gov/articles/PMC6316903/,,,,,,,,,PVA/PAN cross-linked with boric acid,boric-acid cross-linking of PVA/PAN,cross-linked composite fiber,,,,2018.0,A,10.3390/ma11122391||C-PVA/PAN||air||10.0
,10.3390/ma11122391,,,,34.3,0 washing cycles,,,,,,,,,,,62.5,,,,,,,,,,,,,,,,air,B20260921-186,,,,FR-PVA/PAN,,,TG+LOI_with_form_caveat,"Open full text. TGA: room temperature to 800 °C in air, 30 mL/min, 10 °C/min. LOI Table 4 is measured on fabrics woven from the corresponding fibers. R800 values are stated in the TGA discussion; C-PVA/PAN 5.1% is inferred from the obvious repeated-label typo in the sentence sequence and is flagged.",30.0,,10.0,Materials,"TGA specimen is fiber, whereas LOI specimen is woven fabric made from the same fiber formulation; chemistry is matched but physical form is not identical. The source text at R800 repeats 'FR-PVA/PAN' for the 5.1% residue; contextual ordering indicates C-PVA/PAN, so that value is retained with this explicit caveat.",,polyacrylonitrile composite,,woven fabric (165 ± 5 g/m²),fiber,,,,,,,,,FR-PVA/PAN,data/incoming/verified_web_batch_20260921_b17_pan_pva_composite.csv,Methods §2.4; Thermal Stability §3.4; LOI Table 4,Polyvinyl Alcohol Reinforced Flame-Retardant Polyacrylonitrile Composite Fiber Prepared by Boric Acid Cross-Linking and Phosphorylation,,https://pmc.ncbi.nlm.nih.gov/articles/PMC6316903/,,,,,,,,,boric-acid-cross-linked PVA/PAN followed by phosphoric-acid phosphorylation,phosphorylation of C-PVA/PAN,FR phosphorylated composite fiber,,,,2018.0,A,10.3390/ma11122391||FR-PVA/PAN||air||10.0
,10.3390/ma15072537,,,,18.0,untreated,,,,,,,,,2.19,,,,,,,,,320.0,,,,234.0,,,,,air,B20260921-188,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,5.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,O-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,340.0,,,,,untreated,,untreated,,2022.0,A,10.3390/ma15072537||O-C||air||5.0
,10.3390/ma15072537,,,,18.0,untreated,,,,,,,,,4.26,,,,,,,,,329.0,,,,258.0,,,,,air,B20260921-189,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,10.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,O-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,350.0,,,,,untreated,,untreated,,2022.0,A,10.3390/ma15072537||O-C||air||10.0
,10.3390/ma15072537,,,,18.0,untreated,,,,,,,,,3.37,,,,,,,,,334.0,,,,258.0,,,,,air,B20260921-190,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,15.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,O-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,350.0,,,,,untreated,,untreated,,2022.0,A,10.3390/ma15072537||O-C||air||15.0
,10.3390/ma15072537,,,,18.0,untreated,,,,,,,,,3.01,,,,,,,,,340.0,,,,258.0,,,,,air,B20260921-191,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,20.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,O-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,350.0,,,,,untreated,,untreated,,2022.0,A,10.3390/ma15072537||O-C||air||20.0
,10.3390/ma15072537,,,,27.0,as prepared,,,,,,,,,13.42,,,,,,,,,286.0,,,,220.0,,,,,air,B20260921-196,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,5.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,PPA-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,299.0,,,PEI/phytic-acid finish + in-situ Ag nanoparticles,"PP-C immersed in 0.1 mol/L AgNO3 1 h, then 20 g/L sodium citrate at 90 °C for 1 h; wash and dry",FR + antibacterial treated,,as prepared,,2022.0,A,10.3390/ma15072537||PPA-C||air||5.0
,10.3390/ma15072537,,,,27.0,as prepared,,,,,,,,,18.66,,,,,,,,,291.0,,,,220.0,,,,,air,B20260921-197,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,10.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,PPA-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,306.0,,,PEI/phytic-acid finish + in-situ Ag nanoparticles,"PP-C immersed in 0.1 mol/L AgNO3 1 h, then 20 g/L sodium citrate at 90 °C for 1 h; wash and dry",FR + antibacterial treated,,as prepared,,2022.0,A,10.3390/ma15072537||PPA-C||air||10.0
,10.3390/ma15072537,,,,27.0,as prepared,,,,,,,,,20.49,,,,,,,,,294.0,,,,220.0,,,,,air,B20260921-198,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,15.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,PPA-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,306.0,,,PEI/phytic-acid finish + in-situ Ag nanoparticles,"PP-C immersed in 0.1 mol/L AgNO3 1 h, then 20 g/L sodium citrate at 90 °C for 1 h; wash and dry",FR + antibacterial treated,,as prepared,,2022.0,A,10.3390/ma15072537||PPA-C||air||15.0
,10.3390/ma15072537,,,,27.0,as prepared,,,,,,,,,18.79,,,,,,,,,297.0,,,,220.0,,,,,air,B20260921-199,,,,cotton textile,,,TG+LOI,"Open full text Table 3 and Methods. TG measured from 20 to 700 °C in air at 5, 10, 15 and 20 °C/min. Table 1 plus text gives untreated O-C LOI 18 and explicitly states as-prepared Ag-NP-loaded PPA-C LOI 27. PP-C LOI values are reported by washing cycle and are not paired to the unwashed TGA state.",,,20.0,Materials,Table 3 labels Ti as initial decomposition temperature and CR as final carbon residue for the 20–700 °C run. PP-C TGA rows are retained as TG-only because its numeric LOI values are tied to washing-cycle states rather than the analyzed TGA state.,,cotton,fabric,,,,,,,,,,,PPA-C,data/incoming/verified_web_batch_20260921_b18_cotton_pa_ag_heating_rate.csv,Methods §2.4; Table 1; Figure 7; Table 3,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,,,,,,306.0,,,PEI/phytic-acid finish + in-situ Ag nanoparticles,"PP-C immersed in 0.1 mol/L AgNO3 1 h, then 20 g/L sodium citrate at 90 °C for 1 h; wash and dry",FR + antibacterial treated,,as prepared,,2022.0,A,10.3390/ma15072537||PPA-C||air||20.0
,10.3390/polym16101409,,,,18.0,as prepared,,,,,,,,,6.8,,,,,,,,327.4,357.4,,,,,0.0,,,,N2,B20260921-200,,,,100% cotton,,,TG+LOI,"Open full text explicitly reports TGA conditions (N2 or air, 25 mL/min, 10 °C/min, 40–700 °C), N2 T5/Tdmax/Rdmax/residual mass for Cotton, ATMP-CS@C5.5 and ATMP-CS@C11.5, and Table 1 LOI values for the same sample states.",25.0,,10.0,Polymers,ATMP-CS@C8.5 is not entered because its exact TGA values are only in Supplementary Table S1 and were not numerically accessible in the main text. Residual mass is assigned to R700 because the TGA run ends at 700 °C.,,cotton,fabric,,,1.43,,,%/°C,,,,,Cotton,data/incoming/verified_web_batch_20260921_b19_cotton_atmp_cs.csv,Methods §2.3–2.4; Results §3.3; Table 1,Facile Fabrication of Highly Efficient Chitosan-Based Multifunctional Coating for Cotton Fabrics with Excellent Flame-Retardant and Antibacterial Properties,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11125217/,,,,,,,,,ATMP-CS chitosan-based phosphorus-containing coating,cotton pretreated with 1.0 M NaOH at 100 °C for 1 h; dipping–rolling–drying ATMP-CS coating; dry 80 °C,untreated,,,,2024.0,A,10.3390/polym16101409||Cotton||N2||10.0
